rho,p2,q2,p4,q4,p8,q8,p16,q16
2.62708,3,1,8,3,21,8,21,8
2.62917,3,1,8,3,21,8,21,8
2.63125,3,1,8,3,8,3,8,3
2.63333,3,1,8,3,8,3,8,3
2.63542,3,1,8,3,8,3,29,11
2.6375,3,1,8,3,8,3,29,11
2.63958,3,1,8,3,8,3,8,3
2.64167,3,1,8,3,8,3,8,3
2.64375,3,1,8,3,8,3,37,14
2.64583,3,1,8,3,8,3,8,3
2.64792,3,1,8,3,8,3,8,3
2.65,3,1,8,3,8,3,8,3
2.65208,3,1,8,3,8,3,8,3
2.65417,3,1,8,3,8,3,8,3
2.65625,3,1,8,3,8,3,8,3
2.65833,3,1,8,3,8,3,8,3
2.66042,3,1,8,3,8,3,8,3
2.6625,3,1,8,3,8,3,8,3
2.66458,3,1,8,3,8,3,8,3
2.66667,3,1,8,3,8,3,8,3
2.66875,3,1,8,3,8,3,8,3
2.67083,3,1,8,3,8,3,8,3
2.67292,3,1,8,3,8,3,8,3
2.675,3,1,8,3,8,3,8,3
2.67708,3,1,8,3,8,3,8,3
2.67917,3,1,8,3,8,3,8,3
2.68125,3,1,8,3,8,3,8,3
2.68333,3,1,8,3,8,3,8,3
2.68542,3,1,8,3,8,3,8,3
2.6875,3,1,8,3,8,3,43,16
2.68958,3,1,8,3,8,3,8,3
2.69167,3,1,8,3,8,3,35,13
2.69375,3,1,8,3,8,3,8,3
2.69583,3,1,8,3,8,3,8,3
2.69792,3,1,8,3,8,3,27,10
2.7,3,1,3,1,3,1,27,10
2.70208,3,1,3,1,3,1,27,10
2.70417,3,1,3,1,3,1,3,1
2.70625,3,1,3,1,3,1,3,1
2.70833,3,1,3,1,19,7,19,7
2.71042,3,1,3,1,19,7,19,7
2.7125,3,1,3,1,19,7,19,7
2.71458,3,1,3,1,19,7,19,7
2.71667,3,1,3,1,19,7,19,7
2.71875,3,1,3,1,19,7,19,7
2.72083,3,1,3,1,3,1,3,1
2.72292,3,1,3,1,3,1,3,1
2.725,3,1,3,1,3,1,3,1
2.72708,3,1,3,1,3,1,30,11
2.72917,3,1,3,1,3,1,30,11
2.73125,3,1,3,1,3,1,3,1
2.73333,3,1,11,4,11,4,41,15
2.73542,3,1,11,4,11,4,11,4
2.7375,3,1,11,4,11,4,11,4
2.73958,3,1,11,4,11,4,11,4
2.74167,3,1,11,4,11,4,11,4
2.74375,3,1,11,4,11,4,11,4
2.74583,3,1,11,4,11,4,11,4
2.74792,3,1,11,4,11,4,11,4
2.75,3,1,11,4,11,4,11,4
2.75208,3,1,11,4,11,4,11,4
2.75417,3,1,11,4,11,4,11,4
2.75625,3,1,11,4,11,4,11,4
2.75833,3,1,11,4,11,4,11,4
2.76042,3,1,11,4,11,4,11,4
2.7625,3,1,11,4,11,4,11,4
2.76458,3,1,11,4,11,4,11,4
2.76667,3,1,3,1,3,1,3,1
2.76875,3,1,3,1,3,1,36,13
2.77083,3,1,3,1,3,1,3,1
2.77292,3,1,3,1,3,1,3,1
2.775,3,1,3,1,3,1,3,1
2.77708,3,1,3,1,3,1,25,9
2.77917,3,1,3,1,3,1,25,9
2.78125,3,1,3,1,3,1,3,1
2.78333,3,1,3,1,3,1,3,1
2.78542,3,1,3,1,3,1,39,14
2.7875,3,1,3,1,3,1,3,1
2.78958,3,1,3,1,3,1,3,1
2.79167,3,1,3,1,14,5,14,5
2.79375,3,1,3,1,14,5,14,5
2.79583,3,1,3,1,14,5,14,5
2.79792,3,1,3,1,14,5,14,5
2.8,3,1,3,1,14,5,14,5
2.80208,3,1,3,1,14,5,14,5
2.80417,3,1,3,1,14,5,14,5
2.80625,3,1,3,1,14,5,14,5
2.80833,3,1,3,1,3,1,3,1
2.81042,3,1,3,1,3,1,3,1
2.8125,3,1,3,1,3,1,45,16
2.81458,3,1,3,1,3,1,3,1
2.81667,3,1,3,1,3,1,3,1
2.81875,3,1,3,1,3,1,31,11
2.82083,3,1,3,1,3,1,3,1
2.82292,3,1,3,1,3,1,3,1
2.825,3,1,3,1,3,1,3,1
2.82708,3,1,3,1,3,1,3,1
2.82917,3,1,3,1,17,6,17,6
2.83125,3,1,3,1,17,6,17,6
2.83333,3,1,3,1,17,6,17,6
2.83542,3,1,3,1,17,6,17,6
2.8375,3,1,3,1,17,6,17,6
2.83958,3,1,3,1,3,1,3,1
2.84167,3,1,3,1,3,1,3,1
2.84375,3,1,3,1,3,1,3,1
2.84583,3,1,3,1,3,1,37,13
2.84792,3,1,3,1,3,1,3,1
2.85,3,1,3,1,3,1,3,1
2.85208,3,1,3,1,3,1,3,1
2.85417,3,1,3,1,20,7,20,7
2.85625,3,1,3,1,20,7,20,7
2.85833,3,1,3,1,20,7,20,7
2.86042,3,1,3,1,3,1,3,1
2.8625,3,1,3,1,3,1,3,1
2.86458,3,1,3,1,3,1,3,1
2.86667,3,1,3,1,3,1,43,15
2.86875,3,1,3,1,3,1,3,1
2.87083,3,1,3,1,3,1,3,1
2.87292,3,1,3,1,3,1,3,1
2.875,3,1,3,1,23,8,23,8
2.87708,3,1,3,1,3,1,3,1
2.87917,3,1,3,1,3,1,3,1
2.88125,3,1,3,1,3,1,3,1
2.88333,3,1,3,1,3,1,3,1
2.88542,3,1,3,1,3,1,3,1
2.8875,3,1,3,1,3,1,26,9
2.88958,3,1,3,1,3,1,26,9
2.89167,3,1,3,1,3,1,3,1
2.89375,3,1,3,1,3,1,3,1
2.89583,3,1,3,1,3,1,3,1
2.89792,3,1,3,1,3,1,3,1
2.9,3,1,3,1,3,1,29,10
2.90208,3,1,3,1,3,1,3,1
2.90417,3,1,3,1,3,1,3,1
2.90625,3,1,3,1,3,1,3,1
2.90833,3,1,3,1,3,1,32,11
2.91042,3,1,3,1,3,1,3,1
2.9125,3,1,3,1,3,1,3,1
2.91458,3,1,3,1,3,1,3,1
2.91667,3,1,3,1,3,1,35,12
2.91875,3,1,3,1,3,1,3,1
2.92083,3,1,3,1,3,1,3,1
2.92292,3,1,3,1,3,1,38,13
2.925,3,1,3,1,3,1,3,1
2.92708,3,1,3,1,3,1,3,1
2.92917,3,1,3,1,3,1,3,1
2.93125,3,1,3,1,3,1,3,1
2.93333,3,1,3,1,3,1,44,15
2.93542,3,1,3,1,3,1,3,1
2.9375,3,1,3,1,3,1,47,16
2.93958,3,1,3,1,3,1,3,1
2.94167,3,1,3,1,3,1,3,1
2.94375,3,1,3,1,3,1,3,1
2.94583,3,1,3,1,3,1,3,1
2.94792,3,1,3,1,3,1,3,1
2.95,3,1,3,1,3,1,3,1
2.95208,3,1,3,1,3,1,3,1
2.95417,3,1,3,1,3,1,3,1
2.95625,3,1,3,1,3,1,3,1
2.95833,3,1,3,1,3,1,3,1
2.96042,3,1,3,1,3,1,3,1
2.9625,3,1,3,1,3,1,3,1
2.96458,3,1,3,1,3,1,3,1
2.96667,3,1,3,1,3,1,3,1
2.96875,3,1,3,1,3,1,3,1
2.97083,3,1,3,1,3,1,3,1
2.97292,3,1,3,1,3,1,3,1
2.975,3,1,3,1,3,1,3,1
2.97708,3,1,3,1,3,1,3,1
2.97917,3,1,3,1,3,1,3,1
2.98125,3,1,3,1,3,1,3,1
2.98333,3,1,3,1,3,1,3,1
2.98542,3,1,3,1,3,1,3,1
2.9875,3,1,3,1,3,1,3,1
2.98958,3,1,3,1,3,1,3,1
2.99167,3,1,3,1,3,1,3,1
2.99375,3,1,3,1,3,1,3,1
2.99583,3,1,3,1,3,1,3,1
2.99792,3,1,3,1,3,1,3,1
3,3,1,3,1,3,1,3,1
3.00208,3,1,3,1,3,1,3,1
3.00417,3,1,3,1,3,1,3,1
3.00625,3,1,3,1,3,1,3,1
3.00833,3,1,3,1,3,1,3,1
3.01042,3,1,3,1,3,1,3,1
3.0125,3,1,3,1,3,1,3,1
3.01458,3,1,3,1,3,1,3,1
3.01667,3,1,3,1,3,1,3,1
3.01875,3,1,3,1,3,1,3,1
3.02083,3,1,3,1,3,1,3,1
3.02292,3,1,3,1,3,1,3,1
3.025,3,1,3,1,3,1,3,1
3.02708,3,1,3,1,3,1,3,1
3.02917,3,1,3,1,3,1,3,1
3.03125,3,1,3,1,3,1,3,1
3.03333,3,1,3,1,3,1,3,1
3.03542,3,1,3,1,3,1,3,1
3.0375,3,1,3,1,3,1,3,1
3.03958,3,1,3,1,3,1,3,1
3.04167,3,1,3,1,3,1,3,1
3.04375,3,1,3,1,3,1,3,1
3.04583,3,1,3,1,3,1,3,1
3.04792,3,1,3,1,3,1,3,1
3.05,3,1,3,1,3,1,3,1
3.05208,3,1,3,1,3,1,3,1
3.05417,3,1,3,1,3,1,3,1
3.05625,3,1,3,1,3,1,3,1
3.05833,3,1,3,1,3,1,3,1
3.06042,3,1,3,1,3,1,3,1
3.0625,3,1,3,1,3,1,49,16
3.06458,3,1,3,1,3,1,3,1
3.06667,3,1,3,1,3,1,46,15
3.06875,3,1,3,1,3,1,3,1
3.07083,3,1,3,1,3,1,3,1
3.07292,3,1,3,1,3,1,3,1
3.075,3,1,3,1,3,1,3,1
3.07708,3,1,3,1,3,1,40,13
3.07917,3,1,3,1,3,1,3,1
3.08125,3,1,3,1,3,1,3,1
3.08333,3,1,3,1,3,1,37,12
3.08542,3,1,3,1,3,1,3,1
3.0875,3,1,3,1,3,1,3,1
3.08958,3,1,3,1,3,1,3,1
3.09167,3,1,3,1,3,1,34,11
3.09375,3,1,3,1,3,1,3,1
3.09583,3,1,3,1,3,1,3,1
3.09792,3,1,3,1,3,1,3,1
3.1,3,1,3,1,3,1,31,10
3.10208,3,1,3,1,3,1,3,1
3.10417,3,1,3,1,3,1,3,1
3.10625,3,1,3,1,3,1,3,1
3.10833,3,1,3,1,3,1,3,1
3.11042,3,1,3,1,3,1,28,9
3.1125,3,1,3,1,3,1,28,9
3.11458,3,1,3,1,3,1,3,1
3.11667,3,1,3,1,3,1,3,1
3.11875,3,1,3,1,3,1,3,1
3.12083,3,1,3,1,3,1,3,1
3.12292,3,1,3,1,3,1,3,1
3.125,3,1,3,1,25,8,25,8
3.12708,3,1,3,1,3,1,3,1
3.12917,3,1,3,1,3,1,3,1
3.13125,3,1,3,1,3,1,3,1
3.13333,3,1,3,1,3,1,47,15
3.13542,3,1,3,1,3,1,3,1
3.1375,3,1,3,1,3,1,3,1
3.13958,3,1,3,1,3,1,3,1
3.14167,3,1,3,1,22,7,22,7
3.14375,3,1,3,1,22,7,22,7
3.14583,3,1,3,1,22,7,22,7
3.14792,3,1,3,1,3,1,3,1
3.15,3,1,3,1,3,1,3,1
3.15208,3,1,3,1,3,1,3,1
3.15417,3,1,3,1,3,1,41,13
3.15625,3,1,3,1,3,1,3,1
3.15833,3,1,3,1,3,1,3,1
3.16042,3,1,3,1,3,1,3,1
3.1625,3,1,3,1,19,6,19,6
3.16458,3,1,3,1,19,6,19,6
3.16667,3,1,3,1,19,6,19,6
3.16875,3,1,3,1,19,6,19,6
3.17083,3,1,3,1,19,6,19,6
3.17292,3,1,3,1,3,1,3,1
3.175,3,1,3,1,3,1,3,1
3.17708,3,1,3,1,3,1,3,1
3.17917,3,1,3,1,3,1,3,1
3.18125,3,1,3,1,3,1,35,11
3.18333,3,1,3,1,3,1,35,11
3.18542,3,1,3,1,3,1,3,1
3.1875,3,1,3,1,3,1,51,16
3.18958,3,1,3,1,3,1,3,1
3.19167,3,1,3,1,3,1,3,1
3.19375,3,1,3,1,16,5,16,5
3.19583,3,1,3,1,16,5,16,5
3.19792,3,1,3,1,16,5,16,5
3.2,3,1,3,1,16,5,16,5
3.20208,3,1,3,1,16,5,16,5
3.20417,3,1,3,1,16,5,16,5
3.20625,3,1,3,1,16,5,16,5
3.20833,3,1,3,1,16,5,16,5
3.21042,3,1,3,1,3,1,3,1
3.2125,3,1,3,1,3,1,3,1
3.21458,3,1,3,1,3,1,45,14
3.21667,3,1,3,1,3,1,3,1
3.21875,3,1,3,1,3,1,3,1
3.22083,3,1,3,1,3,1,29,9
3.22292,3,1,3,1,3,1,29,9
3.225,3,1,3,1,3,1,3,1
3.22708,3,1,3,1,3,1,3,1
3.22917,3,1,3,1,3,1,3,1
3.23125,3,1,3,1,3,1,42,13
3.23333,3,1,3,1,3,1,3,1
3.23542,3,1,13,4,13,4,13,4
3.2375,3,1,13,4,13,4,13,4
3.23958,3,1,13,4,13,4,13,4
3.24167,3,1,13,4,13,4,13,4
3.24375,3,1,13,4,13,4,13,4
3.24583,3,1,13,4,13,4,13,4
3.24792,3,1,13,4,13,4,13,4
3.25,3,1,13,4,13,4,13,4
3.25208,3,1,13,4,13,4,13,4
3.25417,3,1,13,4,13,4,13,4
3.25625,3,1,13,4,13,4,13,4
3.25833,3,1,13,4,13,4,13,4
3.26042,3,1,13,4,13,4,13,4
3.2625,3,1,13,4,13,4,13,4
3.26458,3,1,13,4,13,4,13,4
3.26667,3,1,13,4,13,4,49,15
3.26875,3,1,3,1,3,1,3,1
3.27083,3,1,3,1,3,1,36,11
3.27292,3,1,3,1,3,1,36,11
3.275,3,1,3,1,3,1,36,11
3.27708,3,1,3,1,3,1,3,1
3.27917,3,1,3,1,3,1,3,1
3.28125,3,1,3,1,23,7,23,7
3.28333,3,1,3,1,23,7,23,7
3.28542,3,1,3,1,23,7,23,7
3.2875,3,1,3,1,23,7,23,7
3.28958,3,1,3,1,23,7,23,7
3.29167,3,1,3,1,23,7,23,7
3.29375,3,1,3,1,3,1,3,1
3.29583,3,1,3,1,3,1,3,1
3.29792,3,1,3,1,3,1,33,10
3.3,3,1,10,3,10,3,33,10
3.30208,3,1,10,3,10,3,33,10
3.30417,3,1,10,3,10,3,10,3
3.30625,3,1,10,3,10,3,10,3
3.30833,3,1,10,3,10,3,43,13
3.31042,3,1,10,3,10,3,10,3
3.3125,3,1,10,3,10,3,53,16
3.31458,3,1,10,3,10,3,10,3
3.31667,3,1,10,3,10,3,10,3
3.31875,3,1,10,3,10,3,10,3
3.32083,3,1,10,3,10,3,10,3
3.32292,3,1,10,3,10,3,10,3
3.325,3,1,10,3,10,3,10,3
3.32708,3,1,10,3,10,3,10,3
3.32917,3,1,10,3,10,3,10,3
3.33125,3,1,10,3,10,3,10,3
3.33333,3,1,10,3,10,3,10,3
3.33542,3,1,10,3,10,3,10,3
3.3375,3,1,10,3,10,3,10,3
3.33958,3,1,10,3,10,3,10,3
3.34167,3,1,10,3,10,3,10,3
3.34375,3,1,10,3,10,3,10,3
3.34583,3,1,10,3,10,3,10,3
3.34792,3,1,10,3,10,3,10,3
3.35,3,1,10,3,10,3,10,3
3.35208,3,1,10,3,10,3,10,3
3.35417,3,1,10,3,10,3,10,3
3.35625,3,1,10,3,10,3,47,14
3.35833,3,1,10,3,10,3,10,3
3.36042,3,1,10,3,10,3,10,3
3.3625,3,1,10,3,10,3,37,11
3.36458,3,1,10,3,10,3,37,11
3.36667,3,1,10,3,10,3,10,3
3.36875,3,1,10,3,10,3,10,3
3.37083,3,1,10,3,27,8,27,8
3.37292,3,1,10,3,27,8,27,8
3.375,3,1,3,1,27,8,27,8
3.37708,3,1,3,1,27,8,27,8
3.37917,3,1,3,1,27,8,27,8
3.38125,3,1,3,1,3,1,3,1
3.38333,3,1,3,1,3,1,44,13
3.38542,3,1,3,1,17,5,44,13
3.3875,3,1,3,1,17,5,17,5
3.38958,3,1,3,1,17,5,17,5
3.39167,3,1,3,1,17,5,17,5
3.39375,3,1,3,1,17,5,17,5
3.39583,3,1,3,1,17,5,17,5
3.39792,3,1,3,1,17,5,17,5
3.4,3,1,3,1,17,5,17,5
3.40208,7,2,7,2,17,5,17,5
3.40417,7,2,7,2,17,5,17,5
3.40625,7,2,7,2,17,5,17,5
3.40833,7,2,7,2,17,5,17,5
3.41042,7,2,7,2,17,5,17,5
3.4125,7,2,7,2,17,5,17,5
3.41458,7,2,7,2,7,2,41,12
3.41667,7,2,7,2,7,2,41,12
3.41875,7,2,7,2,7,2,41,12
3.42083,7,2,7,2,7,2,7,2
3.42292,7,2,7,2,24,7,24,7
3.425,7,2,7,2,24,7,24,7
3.42708,7,2,7,2,24,7,24,7
3.42917,7,2,7,2,24,7,24,7
3.43125,7,2,7,2,24,7,24,7
3.43333,7,2,7,2,24,7,24,7
3.43542,7,2,7,2,7,2,7,2
3.4375,7,2,7,2,7,2,55,16
3.43958,7,2,7,2,7,2,7,2
3.44167,7,2,7,2,7,2,31,9
3.44375,7,2,7,2,7,2,31,9
3.44583,7,2,7,2,7,2,31,9
3.44792,7,2,7,2,7,2,7,2
3.45,7,2,7,2,7,2,7,2
3.45208,7,2,7,2,7,2,7,2
3.45417,7,2,7,2,7,2,38,11
3.45625,7,2,7,2,7,2,7,2
3.45833,7,2,7,2,7,2,7,2
3.46042,7,2,7,2,7,2,7,2
3.4625,7,2,7,2,7,2,7,2
3.46458,7,2,7,2,7,2,7,2
3.46667,7,2,7,2,7,2,52,15
3.46875,7,2,7,2,7,2,7,2
3.47083,7,2,7,2,7,2,7,2
3.47292,7,2,7,2,7,2,7,2
3.475,7,2,7,2,7,2,7,2
3.47708,7,2,7,2,7,2,7,2
3.47917,7,2,7,2,7,2,7,2
3.48125,7,2,7,2,7,2,7,2
3.48333,7,2,7,2,7,2,7,2
3.48542,7,2,7,2,7,2,7,2
3.4875,7,2,7,2,7,2,7,2
3.48958,7,2,7,2,7,2,7,2
3.49167,7,2,7,2,7,2,7,2
3.49375,7,2,7,2,7,2,7,2
3.49583,7,2,7,2,7,2,7,2
3.49792,7,2,7,2,7,2,7,2
3.5,7,2,7,2,7,2,7,2
