spanMedian,spanP90,inkAtLeast,fits,driftRatio,spacing,zoom,theta,shape
34,49,0.51,1,0.033,30,0.15,0,square
61,90,0.953,1,0.033,30,0.08,0,square
4,5,0.043,1,0.033,30,8,0.002,square
6,7,0.045,1,0.033,30,2,0.002,square
8,10,0.074,1,0.033,30,1,0.002,square
15,21,0.217,1,0.033,30,0.4,0.002,square
34,49,0.555,1,0.033,30,0.15,0.002,square
61,90,0.916,1,0.033,30,0.08,0.002,square
4,5,0.043,1,0.033,30,8,0.01,square
6,7,0.064,1,0.033,30,2,0.01,square
8,10,0.08,1,0.033,30,1,0.01,square
15,21,0.182,1,0.033,30,0.4,0.01,square
34,49,0.5,1,0.033,30,0.15,0.01,square
61,90,0.676,1,0.033,30,0.08,0.01,square
4,5,0.047,1,0.033,30,8,0.05,square
6,7,0.061,1,0.033,30,2,0.05,square
8,10,0.088,1,0.033,30,1,0.05,square
15,21,0.18,1,0.033,30,0.4,0.05,square
34,49,0.383,1,0.033,30,0.15,0.05,square
61,90,0.607,1,0.033,30,0.08,0.05,square
4,5,0.055,1,0.033,30,8,0.2,square
6,7,0.037,1,0.033,30,2,0.2,square
8,10,0.074,1,0.033,30,1,0.2,square
15,21,0.17,1,0.033,30,0.4,0.2,square
34,49,0.424,1,0.033,30,0.15,0.2,square
61,90,0.656,1,0.033,30,0.08,0.2,square
4,5,0.059,1,0.083,30,8,0,square
6,8,0.051,1,0.083,30,2,0,square
9,12,0.086,1,0.083,30,1,0,square
18,25,0.166,1,0.083,30,0.4,0,square
41,60,0.525,1,0.083,30,0.15,0,square
73,108,0.951,1,0.083,30,0.08,0,square
4,5,0.061,1,0.083,30,8,0.002,square
6,8,0.053,1,0.083,30,2,0.002,square
9,12,0.082,1,0.083,30,1,0.002,square
18,25,0.215,1,0.083,30,0.4,0.002,square
41,60,0.525,1,0.083,30,0.15,0.002,square
73,108,0.924,1,0.083,30,0.08,0.002,square
4,5,0.059,1,0.083,30,8,0.01,square
6,8,0.061,1,0.083,30,2,0.01,square
9,12,0.076,1,0.083,30,1,0.01,square
18,25,0.172,1,0.083,30,0.4,0.01,square
41,60,0.496,1,0.083,30,0.15,0.01,square
73,108,0.719,1,0.083,30,0.08,0.01,square
4,5,0.045,1,0.083,30,8,0.05,square
6,8,0.051,1,0.083,30,2,0.05,square
9,12,0.072,1,0.083,30,1,0.05,square
18,25,0.193,1,0.083,30,0.4,0.05,square
41,60,0.387,1,0.083,30,0.15,0.05,square
73,108,0.596,1,0.083,30,0.08,0.05,square
4,5,0.049,1,0.083,30,8,0.2,square
6,8,0.045,1,0.083,30,2,0.2,square
9,12,0.07,1,0.083,30,1,0.2,square
18,25,0.18,1,0.083,30,0.4,0.2,square
41,60,0.416,1,0.083,30,0.15,0.2,square
73,108,0.645,1,0.083,30,0.08,0.2,square
4,5,0.049,1,0.133,30,8,0,square
7,9,0.029,1,0.133,30,2,0,square
10,13,0.068,1,0.133,30,1,0,square
20,29,0.162,1,0.133,30,0.4,0,square
48,70,0.527,1,0.133,30,0.15,0,square
86,128,0.943,1,0.133,30,0.08,0,square
4,5,0.051,1,0.133,30,8,0.002,square
7,9,0.039,1,0.133,30,2,0.002,square
10,13,0.088,1,0.133,30,1,0.002,square
20,29,0.211,1,0.133,30,0.4,0.002,square
48,70,0.559,1,0.133,30,0.15,0.002,square
86,128,0.912,1,0.133,30,0.08,0.002,square
4,5,0.047,1,0.133,30,8,0.01,square
7,9,0.061,1,0.133,30,2,0.01,square
10,13,0.066,1,0.133,30,1,0.01,square
20,29,0.164,1,0.133,30,0.4,0.01,square
48,70,0.473,1,0.133,30,0.15,0.01,square
86,128,0.672,1,0.133,30,0.08,0.01,square
4,5,0.047,1,0.133,30,8,0.05,square
7,9,0.059,1,0.133,30,2,0.05,square
10,13,0.07,1,0.133,30,1,0.05,square
20,29,0.186,1,0.133,30,0.4,0.05,square
48,70,0.371,1,0.133,30,0.15,0.05,square
86,128,0.543,1,0.133,30,0.08,0.05,square
4,5,0.057,1,0.133,30,8,0.2,square
7,9,0.047,1,0.133,30,2,0.2,square
10,13,0.09,1,0.133,30,1,0.2,square
20,29,0.148,1,0.133,30,0.4,0.2,square
48,70,0.396,1,0.133,30,0.15,0.2,square
86,128,0.645,1,0.133,30,0.08,0.2,square
4,5,0.045,1,0.067,30,8,0,square
6,7,0.045,1,0.067,30,2,0,square
9,11,0.076,1,0.067,30,1,0,square
16,23,0.207,1,0.067,30,0.4,0,square
38,55,0.473,1,0.067,30,0.15,0,square
68,101,0.951,1,0.067,30,0.08,0,square
4,5,0.041,1,0.067,30,8,0.002,square
6,7,0.045,1,0.067,30,2,0.002,square
9,11,0.066,1,0.067,30,1,0.002,square
16,23,0.199,1,0.067,30,0.4,0.002,square
38,55,0.506,1,0.067,30,0.15,0.002,square
68,101,0.924,1,0.067,30,0.08,0.002,square
4,5,0.043,1,0.067,30,8,0.01,square
6,7,0.041,1,0.067,30,2,0.01,square
9,11,0.066,1,0.067,30,1,0.01,square
16,23,0.201,1,0.067,30,0.4,0.01,square
38,55,0.471,1,0.067,30,0.15,0.01,square
68,101,0.68,1,0.067,30,0.08,0.01,square
4,5,0.045,1,0.067,30,8,0.05,square
6,7,0.057,1,0.067,30,2,0.05,square
9,11,0.072,1,0.067,30,1,0.05,square
16,23,0.162,1,0.067,30,0.4,0.05,square
38,55,0.365,1,0.067,30,0.15,0.05,square
68,101,0.648,1,0.067,30,0.08,0.05,square
4,5,0.064,1,0.067,30,8,0.2,square
6,7,0.055,1,0.067,30,2,0.2,square
9,11,0.08,1,0.067,30,1,0.2,square
16,23,0.176,1,0.067,30,0.4,0.2,square
38,55,0.41,1,0.067,30,0.15,0.2,square
68,101,0.613,1,0.067,30,0.08,0.2,square
4,5,0.039,1,0.067,30,8,0,square
6,7,0.041,1,0.067,30,2,0,square
9,11,0.064,1,0.067,30,1,0,square
16,23,0.193,1,0.067,30,0.4,0,square
38,56,0.496,1,0.067,30,0.15,0,square
69,102,0.955,1,0.067,30,0.08,0,square
4,5,0.033,1,0.067,30,8,0.002,square
6,7,0.041,1,0.067,30,2,0.002,square
9,11,0.055,1,0.067,30,1,0.002,square
16,23,0.203,1,0.067,30,0.4,0.002,square
38,56,0.516,1,0.067,30,0.15,0.002,square
69,102,0.916,1,0.067,30,0.08,0.002,square
4,5,0.035,1,0.067,30,8,0.01,square
6,7,0.053,1,0.067,30,2,0.01,square
9,11,0.076,1,0.067,30,1,0.01,square
16,23,0.201,1,0.067,30,0.4,0.01,square
38,56,0.486,1,0.067,30,0.15,0.01,square
69,102,0.678,1,0.067,30,0.08,0.01,square
4,5,0.049,1,0.067,30,8,0.05,square
6,7,0.063,1,0.067,30,2,0.05,square
9,11,0.07,1,0.067,30,1,0.05,square
16,23,0.174,1,0.067,30,0.4,0.05,square
38,56,0.361,1,0.067,30,0.15,0.05,square
69,102,0.625,1,0.067,30,0.08,0.05,square
4,5,0.059,1,0.067,30,8,0.2,square
6,7,0.047,1,0.067,30,2,0.2,square
9,11,0.082,1,0.067,30,1,0.2,square
16,23,0.189,1,0.067,30,0.4,0.2,square
38,56,0.441,1,0.067,30,0.15,0.2,square
69,102,0.633,1,0.067,30,0.08,0.2,square
4,5,0.057,1,0.083,30,8,0,square
6,8,0.057,1,0.083,30,2,0,square
9,12,0.084,1,0.083,30,1,0,square
18,25,0.193,1,0.083,30,0.4,0,square
41,60,0.508,1,0.083,30,0.15,0,square
74,110,0.953,1,0.083,30,0.08,0,square
4,5,0.051,1,0.083,30,8,0.002,square
6,8,0.057,1,0.083,30,2,0.002,square
9,12,0.064,1,0.083,30,1,0.002,square
18,25,0.203,1,0.083,30,0.4,0.002,square
41,60,0.484,1,0.083,30,0.15,0.002,square
74,110,0.928,1,0.083,30,0.08,0.002,square
4,5,0.051,1,0.083,30,8,0.01,square
6,8,0.051,1,0.083,30,2,0.01,square
9,12,0.068,1,0.083,30,1,0.01,square
18,25,0.188,1,0.083,30,0.4,0.01,square
41,60,0.484,1,0.083,30,0.15,0.01,square
74,110,0.713,1,0.083,30,0.08,0.01,square
4,5,0.047,1,0.083,30,8,0.05,square
6,8,0.051,1,0.083,30,2,0.05,square
9,12,0.055,1,0.083,30,1,0.05,square
18,25,0.188,1,0.083,30,0.4,0.05,square
41,60,0.369,1,0.083,30,0.15,0.05,square
74,110,0.609,1,0.083,30,0.08,0.05,square
4,5,0.053,1,0.083,30,8,0.2,square
6,8,0.057,1,0.083,30,2,0.2,square
9,12,0.076,1,0.083,30,1,0.2,square
18,25,0.197,1,0.083,30,0.4,0.2,square
41,60,0.42,1,0.083,30,0.15,0.2,square
74,110,0.646,1,0.083,30,0.08,0.2,square
4,5,0.045,1,0.133,30,8,0,square
7,9,0.037,1,0.133,30,2,0,square
10,14,0.066,1,0.133,30,1,0,square
20,29,0.191,1,0.133,30,0.4,0,square
48,71,0.514,1,0.133,30,0.15,0,square
87,130,0.945,1,0.133,30,0.08,0,square
4,5,0.039,1,0.133,30,8,0.002,square
7,9,0.043,1,0.133,30,2,0.002,square
10,14,0.076,1,0.133,30,1,0.002,square
20,29,0.199,1,0.133,30,0.4,0.002,square
48,71,0.52,1,0.133,30,0.15,0.002,square
87,130,0.922,1,0.133,30,0.08,0.002,square
4,5,0.037,1,0.133,30,8,0.01,square
7,9,0.049,1,0.133,30,2,0.01,square
10,14,0.059,1,0.133,30,1,0.01,square
20,29,0.184,1,0.133,30,0.4,0.01,square
48,71,0.467,1,0.133,30,0.15,0.01,square
87,130,0.684,1,0.133,30,0.08,0.01,square
4,5,0.049,1,0.133,30,8,0.05,square
7,9,0.059,1,0.133,30,2,0.05,square
10,14,0.055,1,0.133,30,1,0.05,square
20,29,0.188,1,0.133,30,0.4,0.05,square
48,71,0.357,1,0.133,30,0.15,0.05,square
87,130,0.578,1,0.133,30,0.08,0.05,square
4,5,0.061,1,0.133,30,8,0.2,square
7,9,0.057,1,0.133,30,2,0.2,square
10,14,0.094,1,0.133,30,1,0.2,square
20,29,0.182,1,0.133,30,0.4,0.2,square
48,71,0.395,1,0.133,30,0.15,0.2,square
87,130,0.596,1,0.133,30,0.08,0.2,square
4,5,0.043,1,0.1,30,8,0,square
6,8,0.053,1,0.1,30,2,0,square
9,12,0.082,1,0.1,30,1,0,square
18,26,0.193,1,0.1,30,0.4,0,square
43,63,0.492,1,0.1,30,0.15,0,square
77,114,0.941,1,0.1,30,0.08,0,square
4,5,0.045,1,0.1,30,8,0.002,square
6,8,0.061,1,0.1,30,2,0.002,square
9,12,0.09,1,0.1,30,1,0.002,square
18,26,0.18,1,0.1,30,0.4,0.002,square
43,63,0.529,1,0.1,30,0.15,0.002,square
77,114,0.92,1,0.1,30,0.08,0.002,square
4,5,0.049,1,0.1,30,8,0.01,square
6,8,0.045,1,0.1,30,2,0.01,square
9,12,0.08,1,0.1,30,1,0.01,square
18,26,0.182,1,0.1,30,0.4,0.01,square
43,63,0.492,1,0.1,30,0.15,0.01,square
77,114,0.67,1,0.1,30,0.08,0.01,square
4,5,0.039,1,0.1,30,8,0.05,square
6,8,0.047,1,0.1,30,2,0.05,square
9,12,0.084,1,0.1,30,1,0.05,square
18,26,0.141,1,0.1,30,0.4,0.05,square
43,63,0.369,1,0.1,30,0.15,0.05,square
77,114,0.59,1,0.1,30,0.08,0.05,square
4,5,0.057,1,0.1,30,8,0.2,square
6,8,0.055,1,0.1,30,2,0.2,square
9,12,0.078,1,0.1,30,1,0.2,square
18,26,0.178,1,0.1,30,0.4,0.2,square
43,63,0.404,1,0.1,30,0.15,0.2,square
77,114,0.67,1,0.1,30,0.08,0.2,square
4,5,0.037,1,0.1,30,8,0,square
6,8,0.049,1,0.1,30,2,0,square
10,12,0.07,1,0.1,30,1,0,square
18,26,0.184,1,0.1,30,0.4,0,square
43,63,0.516,1,0.1,30,0.15,0,square
77,115,0.945,1,0.1,30,0.08,0,square
4,5,0.039,1,0.1,30,8,0.002,square
6,8,0.055,1,0.1,30,2,0.002,square
10,12,0.08,1,0.1,30,1,0.002,square
18,26,0.182,1,0.1,30,0.4,0.002,square
43,63,0.535,1,0.1,30,0.15,0.002,square
77,115,0.906,1,0.1,30,0.08,0.002,square
4,5,0.043,1,0.1,30,8,0.01,square
6,8,0.055,1,0.1,30,2,0.01,square
10,12,0.092,1,0.1,30,1,0.01,square
18,26,0.176,1,0.1,30,0.4,0.01,square
43,63,0.512,1,0.1,30,0.15,0.01,square
77,115,0.67,1,0.1,30,0.08,0.01,square
4,5,0.043,1,0.1,30,8,0.05,square
6,8,0.055,1,0.1,30,2,0.05,square
10,12,0.08,1,0.1,30,1,0.05,square
18,26,0.148,1,0.1,30,0.4,0.05,square
43,63,0.359,1,0.1,30,0.15,0.05,square
77,115,0.588,1,0.1,30,0.08,0.05,square
4,5,0.051,1,0.1,30,8,0.2,square
6,8,0.045,1,0.1,30,2,0.2,square
10,12,0.08,1,0.1,30,1,0.2,square
18,26,0.199,1,0.1,30,0.4,0.2,square
43,63,0.4,1,0.1,30,0.15,0.2,square
77,115,0.67,1,0.1,30,0.08,0.2,square
4,5,0.053,1,0.1,30,8,0,square
7,8,0.066,1,0.1,30,2,0,square
10,13,0.088,1,0.1,30,1,0,square
19,26,0.184,1,0.1,30,0.4,0,square
44,65,0.527,1,0.1,30,0.15,0,square
79,118,0.943,1,0.1,30,0.08,0,square
4,5,0.055,1,0.1,30,8,0.002,square
7,8,0.07,1,0.1,30,2,0.002,square
10,13,0.088,1,0.1,30,1,0.002,square
19,26,0.176,1,0.1,30,0.4,0.002,square
44,65,0.514,1,0.1,30,0.15,0.002,square
79,118,0.92,1,0.1,30,0.08,0.002,square
4,5,0.057,1,0.1,30,8,0.01,square
7,8,0.049,1,0.1,30,2,0.01,square
10,13,0.084,1,0.1,30,1,0.01,square
19,26,0.164,1,0.1,30,0.4,0.01,square
44,65,0.52,1,0.1,30,0.15,0.01,square
79,118,0.711,1,0.1,30,0.08,0.01,square
4,5,0.043,1,0.1,30,8,0.05,square
7,8,0.041,1,0.1,30,2,0.05,square
10,13,0.063,1,0.1,30,1,0.05,square
19,26,0.154,1,0.1,30,0.4,0.05,square
44,65,0.385,1,0.1,30,0.15,0.05,square
79,118,0.574,1,0.1,30,0.08,0.05,square
4,5,0.045,1,0.1,30,8,0.2,square
7,8,0.051,1,0.1,30,2,0.2,square
10,13,0.074,1,0.1,30,1,0.2,square
19,26,0.193,1,0.1,30,0.4,0.2,square
44,65,0.393,1,0.1,30,0.15,0.2,square
79,118,0.674,1,0.1,30,0.08,0.2,square
4,5,0.039,1,0.133,30,8,0,square
7,9,0.045,1,0.133,30,2,0,square
10,14,0.078,1,0.133,30,1,0,square
21,29,0.18,1,0.133,30,0.4,0,square
49,72,0.529,1,0.133,30,0.15,0,square
88,131,0.932,1,0.133,30,0.08,0,square
4,5,0.041,1,0.133,30,8,0.002,square
7,9,0.059,1,0.133,30,2,0.002,square
10,14,0.098,1,0.133,30,1,0.002,square
21,29,0.174,1,0.133,30,0.4,0.002,square
49,72,0.533,1,0.133,30,0.15,0.002,square
88,131,0.908,1,0.133,30,0.08,0.002,square
4,5,0.041,1,0.133,30,8,0.01,square
7,9,0.047,1,0.133,30,2,0.01,square
10,14,0.082,1,0.133,30,1,0.01,square
21,29,0.156,1,0.133,30,0.4,0.01,square
49,72,0.494,1,0.133,30,0.15,0.01,square
88,131,0.686,1,0.133,30,0.08,0.01,square
4,5,0.045,1,0.133,30,8,0.05,square
7,9,0.049,1,0.133,30,2,0.05,square
10,14,0.066,1,0.133,30,1,0.05,square
21,29,0.156,1,0.133,30,0.4,0.05,square
49,72,0.375,1,0.133,30,0.15,0.05,square
88,131,0.553,1,0.133,30,0.08,0.05,square
4,5,0.053,1,0.133,30,8,0.2,square
7,9,0.049,1,0.133,30,2,0.2,square
10,14,0.094,1,0.133,30,1,0.2,square
21,29,0.18,1,0.133,30,0.4,0.2,square
49,72,0.367,1,0.133,30,0.15,0.2,square
88,131,0.631,1,0.133,30,0.08,0.2,square
4,5,0.045,1,0.133,30,8,0,square
7,9,0.033,1,0.133,30,2,0,square
10,13,0.078,1,0.133,30,1,0,square
20,29,0.203,1,0.133,30,0.4,0,square
48,70,0.506,1,0.133,30,0.15,0,square
86,128,0.93,1,0.133,30,0.08,0,square
4,5,0.041,1,0.133,30,8,0.002,square
7,9,0.033,1,0.133,30,2,0.002,square
10,13,0.074,1,0.133,30,1,0.002,square
20,29,0.213,1,0.133,30,0.4,0.002,square
48,70,0.535,1,0.133,30,0.15,0.002,square
86,128,0.922,1,0.133,30,0.08,0.002,square
4,5,0.043,1,0.133,30,8,0.01,square
7,9,0.045,1,0.133,30,2,0.01,square
10,13,0.086,1,0.133,30,1,0.01,square
20,29,0.207,1,0.133,30,0.4,0.01,square
48,70,0.479,1,0.133,30,0.15,0.01,square
86,128,0.666,1,0.133,30,0.08,0.01,square
4,5,0.045,1,0.133,30,8,0.05,square
7,9,0.059,1,0.133,30,2,0.05,square
10,13,0.078,1,0.133,30,1,0.05,square
20,29,0.16,1,0.133,30,0.4,0.05,square
48,70,0.359,1,0.133,30,0.15,0.05,square
86,128,0.584,1,0.133,30,0.08,0.05,square
4,5,0.063,1,0.133,30,8,0.2,square
7,9,0.051,1,0.133,30,2,0.2,square
10,13,0.076,1,0.133,30,1,0.2,square
20,29,0.16,1,0.133,30,0.4,0.2,square
48,70,0.424,1,0.133,30,0.15,0.2,square
86,128,0.633,1,0.133,30,0.08,0.2,square
4,5,0.039,1,0.133,30,8,0,square
7,9,0.031,1,0.133,30,2,0,square
10,13,0.07,1,0.133,30,1,0,square
20,29,0.193,1,0.133,30,0.4,0,square
48,70,0.529,1,0.133,30,0.15,0,square
86,128,0.932,1,0.133,30,0.08,0,square
4,5,0.035,1,0.133,30,8,0.002,square
7,9,0.031,1,0.133,30,2,0.002,square
10,13,0.066,1,0.133,30,1,0.002,square
20,29,0.213,1,0.133,30,0.4,0.002,square
48,70,0.543,1,0.133,30,0.15,0.002,square
86,128,0.91,1,0.133,30,0.08,0.002,square
4,5,0.037,1,0.133,30,8,0.01,square
7,9,0.051,1,0.133,30,2,0.01,square
10,13,0.096,1,0.133,30,1,0.01,square
20,29,0.203,1,0.133,30,0.4,0.01,square
48,70,0.488,1,0.133,30,0.15,0.01,square
86,128,0.66,1,0.133,30,0.08,0.01,square
4,5,0.047,1,0.133,30,8,0.05,square
7,9,0.066,1,0.133,30,2,0.05,square
10,13,0.078,1,0.133,30,1,0.05,square
20,29,0.168,1,0.133,30,0.4,0.05,square
48,70,0.348,1,0.133,30,0.15,0.05,square
86,128,0.574,1,0.133,30,0.08,0.05,square
4,5,0.059,1,0.133,30,8,0.2,square
7,9,0.043,1,0.133,30,2,0.2,square
10,13,0.082,1,0.133,30,1,0.2,square
20,29,0.188,1,0.133,30,0.4,0.2,square
48,70,0.418,1,0.133,30,0.15,0.2,square
86,128,0.654,1,0.133,30,0.08,0.2,square
4,5,0.055,1,0.133,30,8,0,square
7,9,0.049,1,0.133,30,2,0,square
10,14,0.086,1,0.133,30,1,0,square
20,29,0.195,1,0.133,30,0.4,0,square
49,71,0.539,1,0.133,30,0.15,0,square
88,130,0.932,1,0.133,30,0.08,0,square
4,5,0.051,1,0.133,30,8,0.002,square
7,9,0.045,1,0.133,30,2,0.002,square
10,14,0.074,1,0.133,30,1,0.002,square
20,29,0.205,1,0.133,30,0.4,0.002,square
49,71,0.52,1,0.133,30,0.15,0.002,square
88,130,0.93,1,0.133,30,0.08,0.002,square
4,5,0.051,1,0.133,30,8,0.01,square
7,9,0.047,1,0.133,30,2,0.01,square
10,14,0.086,1,0.133,30,1,0.01,square
20,29,0.191,1,0.133,30,0.4,0.01,square
49,71,0.488,1,0.133,30,0.15,0.01,square
88,130,0.711,1,0.133,30,0.08,0.01,square
4,5,0.049,1,0.133,30,8,0.05,square
7,9,0.051,1,0.133,30,2,0.05,square
10,14,0.061,1,0.133,30,1,0.05,square
20,29,0.18,1,0.133,30,0.4,0.05,square
49,71,0.354,1,0.133,30,0.15,0.05,square
88,130,0.588,1,0.133,30,0.08,0.05,square
4,5,0.053,1,0.133,30,8,0.2,square
7,9,0.051,1,0.133,30,2,0.2,square
10,14,0.07,1,0.133,30,1,0.2,square
20,29,0.186,1,0.133,30,0.4,0.2,square
49,71,0.406,1,0.133,30,0.15,0.2,square
88,130,0.617,1,0.133,30,0.08,0.2,square
4,5,0.041,1,0.133,30,8,0,square
7,9,0.029,1,0.133,30,2,0,square
10,14,0.076,1,0.133,30,1,0,square
21,30,0.199,1,0.133,30,0.4,0,square
50,73,0.551,1,0.133,30,0.15,0,square
90,133,0.92,1,0.133,30,0.08,0,square
4,5,0.037,1,0.133,30,8,0.002,square
7,9,0.031,1,0.133,30,2,0.002,square
10,14,0.08,1,0.133,30,1,0.002,square
21,30,0.205,1,0.133,30,0.4,0.002,square
50,73,0.541,1,0.133,30,0.15,0.002,square
90,133,0.918,1,0.133,30,0.08,0.002,square
4,5,0.035,1,0.133,30,8,0.01,square
7,9,0.043,1,0.133,30,2,0.01,square
10,14,0.078,1,0.133,30,1,0.01,square
21,30,0.188,1,0.133,30,0.4,0.01,square
50,73,0.459,1,0.133,30,0.15,0.01,square
90,133,0.686,1,0.133,30,0.08,0.01,square
4,5,0.051,1,0.133,30,8,0.05,square
7,9,0.059,1,0.133,30,2,0.05,square
10,14,0.064,1,0.133,30,1,0.05,square
21,30,0.182,1,0.133,30,0.4,0.05,square
50,73,0.355,1,0.133,30,0.15,0.05,square
90,133,0.57,1,0.133,30,0.08,0.05,square
4,5,0.063,1,0.133,30,8,0.2,square
7,9,0.051,1,0.133,30,2,0.2,square
10,14,0.088,1,0.133,30,1,0.2,square
21,30,0.166,1,0.133,30,0.4,0.2,square
50,73,0.402,1,0.133,30,0.15,0.2,square
90,133,0.629,1,0.133,30,0.08,0.2,square
3,4,0.039,1,0,45,8,0.002,square
5,6,0.029,1,0,45,2,0.002,square
6,7,0.035,1,0,45,1,0.002,square
10,13,0.117,1,0,45,0.4,0.002,square
20,29,0.332,1,0,45,0.15,0.002,square
35,52,0.586,1,0,45,0.08,0.002,square
3,4,0.037,1,0,45,8,0.01,square
5,6,0.037,1,0,45,2,0.01,square
6,7,0.057,1,0,45,1,0.01,square
10,13,0.115,1,0,45,0.4,0.01,square
20,29,0.355,1,0,45,0.15,0.01,square
35,52,0.549,1,0,45,0.08,0.01,square
3,4,0.037,1,0,45,8,0.05,square
5,6,0.035,1,0,45,2,0.05,square
6,7,0.047,1,0,45,1,0.05,square
10,13,0.109,1,0,45,0.4,0.05,square
20,29,0.232,1,0,45,0.15,0.05,square
35,52,0.479,1,0,45,0.08,0.05,square
3,4,0.033,1,0,45,8,0.2,square
5,6,0.043,1,0,45,2,0.2,square
6,7,0.039,1,0,45,1,0.2,square
10,13,0.127,1,0,45,0.4,0.2,square
20,29,0.314,1,0,45,0.15,0.2,square
35,52,0.504,1,0,45,0.08,0.2,square
3,4,0.033,1,0.022,45,8,0,square
5,6,0.027,1,0.022,45,2,0,square
6,8,0.051,1,0.022,45,1,0,square
11,14,0.121,1,0.022,45,0.4,0,square
22,32,0.322,1,0.022,45,0.15,0,square
39,57,0.627,1,0.022,45,0.08,0,square
3,4,0.035,1,0.022,45,8,0.002,square
5,6,0.029,1,0.022,45,2,0.002,square
6,8,0.045,1,0.022,45,1,0.002,square
11,14,0.111,1,0.022,45,0.4,0.002,square
22,32,0.346,1,0.022,45,0.15,0.002,square
39,57,0.57,1,0.022,45,0.08,0.002,square
3,4,0.035,1,0.022,45,8,0.01,square
5,6,0.039,1,0.022,45,2,0.01,square
6,8,0.049,1,0.022,45,1,0.01,square
11,14,0.107,1,0.022,45,0.4,0.01,square
22,32,0.352,1,0.022,45,0.15,0.01,square
39,57,0.564,1,0.022,45,0.08,0.01,square
3,4,0.037,1,0.022,45,8,0.05,square
5,6,0.029,1,0.022,45,2,0.05,square
6,8,0.055,1,0.022,45,1,0.05,square
11,14,0.119,1,0.022,45,0.4,0.05,square
22,32,0.238,1,0.022,45,0.15,0.05,square
39,57,0.461,1,0.022,45,0.08,0.05,square
3,4,0.029,1,0.022,45,8,0.2,square
5,6,0.049,1,0.022,45,2,0.2,square
6,8,0.059,1,0.022,45,1,0.2,square
11,14,0.133,1,0.022,45,0.4,0.2,square
22,32,0.305,1,0.022,45,0.15,0.2,square
39,57,0.494,1,0.022,45,0.08,0.2,square
3,4,0.039,1,0.056,45,8,0,square
5,6,0.037,1,0.056,45,2,0,square
7,8,0.051,1,0.056,45,1,0,square
12,16,0.133,1,0.056,45,0.4,0,square
25,37,0.338,1,0.056,45,0.15,0,square
45,65,0.627,1,0.056,45,0.08,0,square
3,4,0.041,1,0.056,45,8,0.002,square
5,6,0.035,1,0.056,45,2,0.002,square
7,8,0.041,1,0.056,45,1,0.002,square
12,16,0.129,1,0.056,45,0.4,0.002,square
25,37,0.344,1,0.056,45,0.15,0.002,square
45,65,0.6,1,0.056,45,0.08,0.002,square
3,4,0.037,1,0.056,45,8,0.01,square
5,6,0.043,1,0.056,45,2,0.01,square
7,8,0.049,1,0.056,45,1,0.01,square
12,16,0.131,1,0.056,45,0.4,0.01,square
25,37,0.369,1,0.056,45,0.15,0.01,square
45,65,0.553,1,0.056,45,0.08,0.01,square
3,4,0.035,1,0.056,45,8,0.05,square
5,6,0.033,1,0.056,45,2,0.05,square
7,8,0.039,1,0.056,45,1,0.05,square
12,16,0.115,1,0.056,45,0.4,0.05,square
25,37,0.27,1,0.056,45,0.15,0.05,square
45,65,0.492,1,0.056,45,0.08,0.05,square
3,4,0.035,1,0.056,45,8,0.2,square
5,6,0.043,1,0.056,45,2,0.2,square
7,8,0.037,1,0.056,45,1,0.2,square
12,16,0.146,1,0.056,45,0.4,0.2,square
25,37,0.299,1,0.056,45,0.15,0.2,square
45,65,0.486,1,0.056,45,0.08,0.2,square
4,4,0.037,1,0.089,45,8,0,square
5,6,0.037,1,0.089,45,2,0,square
7,9,0.055,1,0.089,45,1,0,square
13,18,0.127,1,0.089,45,0.4,0,square
29,41,0.336,1,0.089,45,0.15,0,square
50,75,0.631,1,0.089,45,0.08,0,square
4,4,0.039,1,0.089,45,8,0.002,square
5,6,0.039,1,0.089,45,2,0.002,square
7,9,0.041,1,0.089,45,1,0.002,square
13,18,0.121,1,0.089,45,0.4,0.002,square
29,41,0.326,1,0.089,45,0.15,0.002,square
50,75,0.607,1,0.089,45,0.08,0.002,square
4,4,0.037,1,0.089,45,8,0.01,square
5,6,0.043,1,0.089,45,2,0.01,square
7,9,0.043,1,0.089,45,1,0.01,square
13,18,0.115,1,0.089,45,0.4,0.01,square
29,41,0.363,1,0.089,45,0.15,0.01,square
50,75,0.553,1,0.089,45,0.08,0.01,square
4,4,0.031,1,0.089,45,8,0.05,square
5,6,0.031,1,0.089,45,2,0.05,square
7,9,0.041,1,0.089,45,1,0.05,square
13,18,0.102,1,0.089,45,0.4,0.05,square
29,41,0.27,1,0.089,45,0.15,0.05,square
50,75,0.477,1,0.089,45,0.08,0.05,square
4,4,0.033,1,0.089,45,8,0.2,square
5,6,0.045,1,0.089,45,2,0.2,square
7,9,0.055,1,0.089,45,1,0.2,square
13,18,0.133,1,0.089,45,0.4,0.2,square
29,41,0.293,1,0.089,45,0.15,0.2,square
50,75,0.457,1,0.089,45,0.08,0.2,square
3,4,0.035,1,0.011,45,8,0,square
5,6,0.029,1,0.011,45,2,0,square
6,8,0.049,1,0.011,45,1,0,square
10,14,0.123,1,0.011,45,0.4,0,square
21,31,0.311,1,0.011,45,0.15,0,square
37,54,0.629,1,0.011,45,0.08,0,square
3,4,0.033,1,0.011,45,8,0.002,square
5,6,0.033,1,0.011,45,2,0.002,square
6,8,0.037,1,0.011,45,1,0.002,square
