spanMedian,spanP90,inkAtLeast,fits,driftRatio,spacing,zoom,theta,shape
4101,6162,0.975,0,0.5,2,0.08,0.2,triangle
370,551,0.781,1,0.933,2,8,0,triangle
1440,2163,0.768,0,0.933,2,2,0,triangle
2868,4314,0.877,0,0.933,2,1,0,triangle
7169,10782,1,0,0.933,2,0.4,0,triangle
19115,28749,1,0,0.933,2,0.15,0,triangle
35838,53903,1,0,0.933,2,0.08,0,triangle
370,551,0.766,1,0.933,2,8,0.002,triangle
1440,2163,0.807,0,0.933,2,2,0.002,triangle
2868,4314,0.867,0,0.933,2,1,0.002,triangle
7169,10782,0.889,0,0.933,2,0.4,0.002,triangle
19115,28749,0.922,0,0.933,2,0.15,0.002,triangle
35838,53903,0.889,0,0.933,2,0.08,0.002,triangle
370,551,0.939,1,0.933,2,8,0.01,triangle
1440,2163,0.924,0,0.933,2,2,0.01,triangle
2868,4314,0.898,0,0.933,2,1,0.01,triangle
7169,10782,0.893,0,0.933,2,0.4,0.01,triangle
19115,28749,0.869,0,0.933,2,0.15,0.01,triangle
35838,53903,0.877,0,0.933,2,0.08,0.01,triangle
370,551,0.996,1,0.933,2,8,0.05,triangle
1440,2163,0.918,0,0.933,2,2,0.05,triangle
2868,4314,0.9,0,0.933,2,1,0.05,triangle
7169,10782,0.865,0,0.933,2,0.4,0.05,triangle
19115,28749,0.906,0,0.933,2,0.15,0.05,triangle
35838,53903,0.908,0,0.933,2,0.08,0.05,triangle
370,551,0.998,1,0.933,2,8,0.2,triangle
1440,2163,0.928,0,0.933,2,2,0.2,triangle
2868,4314,0.893,0,0.933,2,1,0.2,triangle
7169,10782,0.859,0,0.933,2,0.4,0.2,triangle
19115,28749,0.914,0,0.933,2,0.15,0.2,triangle
35838,53903,0.924,0,0.933,2,0.08,0.2,triangle
39,57,0.367,1,1.583,2,8,0,triangle
144,215,0.367,1,1.583,2,2,0,triangle
285,427,0.365,1,1.583,2,1,0,triangle
710,1066,0.369,0,1.583,2,0.4,0,triangle
1889,2838,0.369,0,1.583,2,0.15,0,triangle
3541,5321,0.369,0,1.583,2,0.08,0,triangle
39,57,0.367,1,1.583,2,8,0.002,triangle
144,215,0.354,1,1.583,2,2,0.002,triangle
285,427,0.381,1,1.583,2,1,0.002,triangle
710,1066,0.457,0,1.583,2,0.4,0.002,triangle
1889,2838,0.668,0,1.583,2,0.15,0.002,triangle
3541,5321,0.846,0,1.583,2,0.08,0.002,triangle
39,57,0.365,1,1.583,2,8,0.01,triangle
144,215,0.379,1,1.583,2,2,0.01,triangle
285,427,0.473,1,1.583,2,1,0.01,triangle
710,1066,0.848,0,1.583,2,0.4,0.01,triangle
1889,2838,0.912,0,1.583,2,0.15,0.01,triangle
3541,5321,0.881,0,1.583,2,0.08,0.01,triangle
39,57,0.395,1,1.583,2,8,0.05,triangle
144,215,0.518,1,1.583,2,2,0.05,triangle
285,427,0.643,1,1.583,2,1,0.05,triangle
710,1066,0.902,0,1.583,2,0.4,0.05,triangle
1889,2838,0.92,0,1.583,2,0.15,0.05,triangle
3541,5321,0.898,0,1.583,2,0.08,0.05,triangle
39,57,0.502,1,1.583,2,8,0.2,triangle
144,215,0.488,1,1.583,2,2,0.2,triangle
285,427,0.664,1,1.583,2,1,0.2,triangle
710,1066,0.898,0,1.583,2,0.4,0.2,triangle
1889,2838,0.889,0,1.583,2,0.15,0.2,triangle
3541,5321,0.914,0,1.583,2,0.08,0.2,triangle
17,24,0.203,1,2.232,2,8,0,triangle
59,88,0.201,1,2.232,2,2,0,triangle
116,173,0.26,1,2.232,2,1,0,triangle
286,428,0.268,1,2.232,2,0.4,0,triangle
759,1139,0.27,0,2.232,2,0.15,0,triangle
1422,2134,0.27,0,2.232,2,0.08,0,triangle
17,24,0.195,1,2.232,2,8,0.002,triangle
59,88,0.197,1,2.232,2,2,0.002,triangle
116,173,0.232,1,2.232,2,1,0.002,triangle
286,428,0.236,1,2.232,2,0.4,0.002,triangle
759,1139,0.369,0,2.232,2,0.15,0.002,triangle
1422,2134,0.498,0,2.232,2,0.08,0.002,triangle
17,24,0.182,1,2.232,2,8,0.01,triangle
59,88,0.178,1,2.232,2,2,0.01,triangle
116,173,0.268,1,2.232,2,1,0.01,triangle
286,428,0.459,1,2.232,2,0.4,0.01,triangle
759,1139,0.857,0,2.232,2,0.15,0.01,triangle
1422,2134,0.904,0,2.232,2,0.08,0.01,triangle
17,24,0.195,1,2.232,2,8,0.05,triangle
59,88,0.232,1,2.232,2,2,0.05,triangle
116,173,0.342,1,2.232,2,1,0.05,triangle
286,428,0.645,1,2.232,2,0.4,0.05,triangle
759,1139,0.932,0,2.232,2,0.15,0.05,triangle
1422,2134,0.936,0,2.232,2,0.08,0.05,triangle
17,24,0.229,1,2.232,2,8,0.2,triangle
59,88,0.244,1,2.232,2,2,0.2,triangle
116,173,0.404,1,2.232,2,1,0.2,triangle
286,428,0.678,1,2.232,2,0.4,0.2,triangle
759,1139,0.896,0,2.232,2,0.15,0.2,triangle
1422,2134,0.93,0,2.232,2,0.08,0.2,triangle
96,142,0.822,1,0.75,2,8,0,triangle
368,552,0.824,1,0.75,2,2,0,triangle
731,1099,0.854,0,0.75,2,1,0,triangle
1825,2745,1,0,0.75,2,0.4,0,triangle
4865,7316,1,0,0.75,2,0.15,0,triangle
9121,13714,1,0,0.75,2,0.08,0,triangle
96,142,0.826,1,0.75,2,8,0.002,triangle
368,552,0.83,1,0.75,2,2,0.002,triangle
731,1099,0.902,0,0.75,2,1,0.002,triangle
1825,2745,0.949,0,0.75,2,0.4,0.002,triangle
4865,7316,0.984,0,0.75,2,0.15,0.002,triangle
9121,13714,0.973,0,0.75,2,0.08,0.002,triangle
96,142,0.84,1,0.75,2,8,0.01,triangle
368,552,0.895,1,0.75,2,2,0.01,triangle
731,1099,0.955,0,0.75,2,1,0.01,triangle
1825,2745,0.967,0,0.75,2,0.4,0.01,triangle
4865,7316,0.979,0,0.75,2,0.15,0.01,triangle
9121,13714,0.967,0,0.75,2,0.08,0.01,triangle
96,142,0.885,1,0.75,2,8,0.05,triangle
368,552,0.93,1,0.75,2,2,0.05,triangle
731,1099,0.969,0,0.75,2,1,0.05,triangle
1825,2745,0.959,0,0.75,2,0.4,0.05,triangle
4865,7316,0.975,0,0.75,2,0.15,0.05,triangle
9121,13714,0.975,0,0.75,2,0.08,0.05,triangle
96,142,0.902,1,0.75,2,8,0.2,triangle
368,552,0.938,1,0.75,2,2,0.2,triangle
731,1099,0.973,0,0.75,2,1,0.2,triangle
1825,2745,0.967,0,0.75,2,0.4,0.2,triangle
4865,7316,0.986,0,0.75,2,0.15,0.2,triangle
9121,13714,0.977,0,0.75,2,0.08,0.2,triangle
133,198,0.436,1,1.183,2,8,0,triangle
513,769,0.43,1,1.183,2,2,0,triangle
1020,1533,0.43,0,1.183,2,1,0,triangle
2547,3829,0.43,0,1.183,2,0.4,0,triangle
6789,10209,0.43,0,1.183,2,0.15,0,triangle
12727,19140,0.43,0,1.183,2,0.08,0,triangle
133,198,0.447,1,1.183,2,8,0.002,triangle
513,769,0.494,1,1.183,2,2,0.002,triangle
1020,1533,0.613,0,1.183,2,1,0.002,triangle
2547,3829,0.813,0,1.183,2,0.4,0.002,triangle
6789,10209,0.891,0,1.183,2,0.15,0.002,triangle
12727,19140,0.902,0,1.183,2,0.08,0.002,triangle
133,198,0.533,1,1.183,2,8,0.01,triangle
513,769,0.84,1,1.183,2,2,0.01,triangle
1020,1533,0.898,0,1.183,2,1,0.01,triangle
2547,3829,0.914,0,1.183,2,0.4,0.01,triangle
6789,10209,0.889,0,1.183,2,0.15,0.01,triangle
12727,19140,0.895,0,1.183,2,0.08,0.01,triangle
133,198,0.875,1,1.183,2,8,0.05,triangle
513,769,0.891,1,1.183,2,2,0.05,triangle
1020,1533,0.912,0,1.183,2,1,0.05,triangle
2547,3829,0.898,0,1.183,2,0.4,0.05,triangle
6789,10209,0.904,0,1.183,2,0.15,0.05,triangle
12727,19140,0.879,0,1.183,2,0.08,0.05,triangle
133,198,0.908,1,1.183,2,8,0.2,triangle
513,769,0.877,1,1.183,2,2,0.2,triangle
1020,1533,0.896,0,1.183,2,1,0.2,triangle
2547,3829,0.898,0,1.183,2,0.4,0.2,triangle
6789,10209,0.896,0,1.183,2,0.15,0.2,triangle
12727,19140,0.883,0,1.183,2,0.08,0.2,triangle
27,38,0.293,1,1.833,2,8,0,triangle
96,143,0.299,1,1.833,2,2,0,triangle
189,283,0.322,1,1.833,2,1,0,triangle
469,704,0.322,1,1.833,2,0.4,0,triangle
1247,1872,0.322,0,1.833,2,0.15,0,triangle
2336,3509,0.322,0,1.833,2,0.08,0,triangle
27,38,0.295,1,1.833,2,8,0.002,triangle
96,143,0.275,1,1.833,2,2,0.002,triangle
189,283,0.32,1,1.833,2,1,0.002,triangle
469,704,0.379,1,1.833,2,0.4,0.002,triangle
1247,1872,0.52,0,1.833,2,0.15,0.002,triangle
2336,3509,0.775,0,1.833,2,0.08,0.002,triangle
27,38,0.271,1,1.833,2,8,0.01,triangle
96,143,0.291,1,1.833,2,2,0.01,triangle
189,283,0.381,1,1.833,2,1,0.01,triangle
469,704,0.75,1,1.833,2,0.4,0.01,triangle
1247,1872,0.896,0,1.833,2,0.15,0.01,triangle
2336,3509,0.941,0,1.833,2,0.08,0.01,triangle
27,38,0.334,1,1.833,2,8,0.05,triangle
96,143,0.361,1,1.833,2,2,0.05,triangle
189,283,0.475,1,1.833,2,1,0.05,triangle
469,704,0.844,1,1.833,2,0.4,0.05,triangle
1247,1872,0.936,0,1.833,2,0.15,0.05,triangle
2336,3509,0.922,0,1.833,2,0.08,0.05,triangle
27,38,0.34,1,1.833,2,8,0.2,triangle
96,143,0.363,1,1.833,2,2,0.2,triangle
189,283,0.469,1,1.833,2,1,0.2,triangle
469,704,0.844,1,1.833,2,0.4,0.2,triangle
1247,1872,0.918,0,1.833,2,0.15,0.2,triangle
2336,3509,0.924,0,1.833,2,0.08,0.2,triangle
14,20,0.172,1,2.482,2,8,0,triangle
47,69,0.182,1,2.482,2,2,0,triangle
92,137,0.225,1,2.482,2,1,0,triangle
225,337,0.254,1,2.482,2,0.4,0,triangle
598,896,0.254,1,2.482,2,0.15,0,triangle
1119,1679,0.256,0,2.482,2,0.08,0,triangle
14,20,0.176,1,2.482,2,8,0.002,triangle
47,69,0.158,1,2.482,2,2,0.002,triangle
92,137,0.205,1,2.482,2,1,0.002,triangle
225,337,0.227,1,2.482,2,0.4,0.002,triangle
598,896,0.344,1,2.482,2,0.15,0.002,triangle
1119,1679,0.422,0,2.482,2,0.08,0.002,triangle
14,20,0.154,1,2.482,2,8,0.01,triangle
47,69,0.166,1,2.482,2,2,0.01,triangle
92,137,0.229,1,2.482,2,1,0.01,triangle
225,337,0.381,1,2.482,2,0.4,0.01,triangle
598,896,0.811,1,2.482,2,0.15,0.01,triangle
1119,1679,0.885,0,2.482,2,0.08,0.01,triangle
14,20,0.156,1,2.482,2,8,0.05,triangle
47,69,0.166,1,2.482,2,2,0.05,triangle
92,137,0.264,1,2.482,2,1,0.05,triangle
225,337,0.561,1,2.482,2,0.4,0.05,triangle
598,896,0.924,1,2.482,2,0.15,0.05,triangle
1119,1679,0.924,0,2.482,2,0.08,0.05,triangle
14,20,0.182,1,2.482,2,8,0.2,triangle
47,69,0.207,1,2.482,2,2,0.2,triangle
92,137,0.316,1,2.482,2,1,0.2,triangle
225,337,0.619,1,2.482,2,0.4,0.2,triangle
598,896,0.906,1,2.482,2,0.15,0.2,triangle
1119,1679,0.951,0,2.482,2,0.08,0.2,triangle
65537,65537,0.084,0,1,2,8,0,triangle
65537,65537,0.068,0,1,2,2,0,triangle
65537,65537,0.09,0,1,2,1,0,triangle
65537,65537,0.201,0,1,2,0.4,0,triangle
65537,65537,0.225,0,1,2,0.15,0,triangle
65537,65537,0.225,0,1,2,0.08,0,triangle
65537,65537,1,0,1,2,8,0.002,triangle
65537,65537,0.631,0,1,2,2,0.002,triangle
65537,65537,0.547,0,1,2,1,0.002,triangle
65537,65537,0.547,0,1,2,0.4,0.002,triangle
65537,65537,0.547,0,1,2,0.15,0.002,triangle
65537,65537,0.549,0,1,2,0.08,0.002,triangle
65537,65537,0.682,0,1,2,8,0.01,triangle
65537,65537,0.508,0,1,2,2,0.01,triangle
65537,65537,0.482,0,1,2,1,0.01,triangle
65537,65537,0.484,0,1,2,0.4,0.01,triangle
65537,65537,0.482,0,1,2,0.15,0.01,triangle
65537,65537,0.492,0,1,2,0.08,0.01,triangle
65537,65537,1,0,1,2,8,0.05,triangle
65537,65537,0.807,0,1,2,2,0.05,triangle
65537,65537,0.76,0,1,2,1,0.05,triangle
65537,65537,0.762,0,1,2,0.4,0.05,triangle
65537,65537,0.76,0,1,2,0.15,0.05,triangle
65537,65537,0.768,0,1,2,0.08,0.05,triangle
65537,65537,1,0,1,2,8,0.2,triangle
65537,65537,0.867,0,1,2,2,0.2,triangle
65537,65537,0.773,0,1,2,1,0.2,triangle
65537,65537,0.775,0,1,2,0.4,0.2,triangle
65537,65537,0.777,0,1,2,0.15,0.2,triangle
65537,65537,0.771,0,1,2,0.08,0.2,triangle
55,80,0.334,1,1.433,2,8,0,triangle
206,308,0.332,1,1.433,2,2,0,triangle
408,612,0.332,1,1.433,2,1,0,triangle
1015,1526,0.332,0,1.433,2,0.4,0,triangle
2705,4066,0.332,0,1.433,2,0.15,0,triangle
5070,7622,0.332,0,1.433,2,0.08,0,triangle
55,80,0.334,1,1.433,2,8,0.002,triangle
206,308,0.338,1,1.433,2,2,0.002,triangle
408,612,0.408,1,1.433,2,1,0.002,triangle
1015,1526,0.588,0,1.433,2,0.4,0.002,triangle
2705,4066,0.803,0,1.433,2,0.15,0.002,triangle
5070,7622,0.857,0,1.433,2,0.08,0.002,triangle
55,80,0.35,1,1.433,2,8,0.01,triangle
206,308,0.484,1,1.433,2,2,0.01,triangle
408,612,0.66,1,1.433,2,1,0.01,triangle
1015,1526,0.887,0,1.433,2,0.4,0.01,triangle
2705,4066,0.908,0,1.433,2,0.15,0.01,triangle
5070,7622,0.91,0,1.433,2,0.08,0.01,triangle
55,80,0.496,1,1.433,2,8,0.05,triangle
206,308,0.553,1,1.433,2,2,0.05,triangle
408,612,0.744,1,1.433,2,1,0.05,triangle
1015,1526,0.895,0,1.433,2,0.4,0.05,triangle
2705,4066,0.9,0,1.433,2,0.15,0.05,triangle
5070,7622,0.904,0,1.433,2,0.08,0.05,triangle
55,80,0.59,1,1.433,2,8,0.2,triangle
206,308,0.555,1,1.433,2,2,0.2,triangle
408,612,0.732,1,1.433,2,1,0.2,triangle
1015,1526,0.896,0,1.433,2,0.4,0.2,triangle
2705,4066,0.891,0,1.433,2,0.15,0.2,triangle
5070,7622,0.902,0,1.433,2,0.08,0.2,triangle
20,28,0.227,1,2.083,2,8,0,triangle
71,105,0.23,1,2.083,2,2,0,triangle
139,207,0.281,1,2.083,2,1,0,triangle
344,516,0.281,1,2.083,2,0.4,0,triangle
914,1372,0.281,0,2.083,2,0.15,0,triangle
1713,2571,0.281,0,2.083,2,0.08,0,triangle
20,28,0.221,1,2.083,2,8,0.002,triangle
71,105,0.223,1,2.083,2,2,0.002,triangle
139,207,0.254,1,2.083,2,1,0.002,triangle
344,516,0.324,1,2.083,2,0.4,0.002,triangle
914,1372,0.461,0,2.083,2,0.15,0.002,triangle
1713,2571,0.66,0,2.083,2,0.08,0.002,triangle
20,28,0.217,1,2.083,2,8,0.01,triangle
71,105,0.221,1,2.083,2,2,0.01,triangle
139,207,0.309,1,2.083,2,1,0.01,triangle
344,516,0.596,1,2.083,2,0.4,0.01,triangle
914,1372,0.854,0,2.083,2,0.15,0.01,triangle
1713,2571,0.85,0,2.083,2,0.08,0.01,triangle
20,28,0.238,1,2.083,2,8,0.05,triangle
71,105,0.256,1,2.083,2,2,0.05,triangle
139,207,0.336,1,2.083,2,1,0.05,triangle
344,516,0.711,1,2.083,2,0.4,0.05,triangle
914,1372,0.902,0,2.083,2,0.15,0.05,triangle
1713,2571,0.9,0,2.083,2,0.08,0.05,triangle
20,28,0.264,1,2.083,2,8,0.2,triangle
71,105,0.291,1,2.083,2,2,0.2,triangle
139,207,0.443,1,2.083,2,1,0.2,triangle
344,516,0.709,1,2.083,2,0.4,0.2,triangle
914,1372,0.891,0,2.083,2,0.15,0.2,triangle
1713,2571,0.916,0,2.083,2,0.08,0.2,triangle
12,16,0.139,1,2.732,2,8,0,triangle
39,57,0.154,1,2.732,2,2,0,triangle
75,112,0.186,1,2.732,2,1,0,triangle
185,276,0.236,1,2.732,2,0.4,0,triangle
490,734,0.236,1,2.732,2,0.15,0,triangle
917,1375,0.236,0,2.732,2,0.08,0,triangle
12,16,0.148,1,2.732,2,8,0.002,triangle
39,57,0.152,1,2.732,2,2,0.002,triangle
75,112,0.189,1,2.732,2,1,0.002,triangle
185,276,0.197,1,2.732,2,0.4,0.002,triangle
490,734,0.303,1,2.732,2,0.15,0.002,triangle
917,1375,0.41,0,2.732,2,0.08,0.002,triangle
12,16,0.1,1,2.732,2,8,0.01,triangle
39,57,0.105,1,2.732,2,2,0.01,triangle
75,112,0.193,1,2.732,2,1,0.01,triangle
185,276,0.352,1,2.732,2,0.4,0.01,triangle
490,734,0.674,1,2.732,2,0.15,0.01,triangle
917,1375,0.867,0,2.732,2,0.08,0.01,triangle
12,16,0.109,1,2.732,2,8,0.05,triangle
39,57,0.158,1,2.732,2,2,0.05,triangle
75,112,0.213,1,2.732,2,1,0.05,triangle
185,276,0.459,1,2.732,2,0.4,0.05,triangle
490,734,0.84,1,2.732,2,0.15,0.05,triangle
917,1375,0.926,0,2.732,2,0.08,0.05,triangle
12,16,0.141,1,2.732,2,8,0.2,triangle
39,57,0.156,1,2.732,2,2,0.2,triangle
75,112,0.244,1,2.732,2,1,0.2,triangle
185,276,0.488,1,2.732,2,0.4,0.2,triangle
490,734,0.854,1,2.732,2,0.15,0.2,triangle
917,1375,0.92,0,2.732,2,0.08,0.2,triangle
12,16,0.498,1,0,3,8,0.002,triangle
36,53,0.463,1,0,3,2,0.002,triangle
68,101,0.754,1,0,3,1,0.002,triangle
168,250,1,1,0,3,0.4,0.002,triangle
444,664,1,1,0,3,0.15,0.002,triangle
831,1243,1,0,0,3,0.08,0.002,triangle
12,16,0.479,1,0,3,8,0.01,triangle
36,53,0.453,1,0,3,2,0.01,triangle
68,101,0.568,1,0,3,1,0.01,triangle
168,250,0.852,1,0,3,0.4,0.01,triangle
444,664,0.998,1,0,3,0.15,0.01,triangle
831,1243,0.998,0,0,3,0.08,0.01,triangle
12,16,0.479,1,0,3,8,0.05,triangle
36,53,0.367,1,0,3,2,0.05,triangle
68,101,0.508,1,0,3,1,0.05,triangle
168,250,0.848,1,0,3,0.4,0.05,triangle
444,664,0.998,1,0,3,0.15,0.05,triangle
831,1243,0.998,0,0,3,0.08,0.05,triangle
12,16,0.412,1,0,3,8,0.2,triangle
36,53,0.445,1,0,3,2,0.2,triangle
68,101,0.547,1,0,3,1,0.2,triangle
168,250,0.854,1,0,3,0.4,0.2,triangle
444,664,1,1,0,3,0.15,0.2,triangle
831,1243,0.998,0,0,3,0.08,0.2,triangle
19,28,0.488,1,0.289,3,8,0,triangle
67,99,0.516,1,0.289,3,2,0,triangle
131,195,0.799,1,0.289,3,1,0,triangle
323,485,1,1,0.289,3,0.4,0,triangle
859,1290,1,0,0.289,3,0.15,0,triangle
1610,2415,1,0,0.289,3,0.08,0,triangle
19,28,0.508,1,0.289,3,8,0.002,triangle
67,99,0.506,1,0.289,3,2,0.002,triangle
131,195,0.783,1,0.289,3,1,0.002,triangle
323,485,1,1,0.289,3,0.4,0.002,triangle
859,1290,0.99,0,0.289,3,0.15,0.002,triangle
1610,2415,0.945,0,0.289,3,0.08,0.002,triangle
19,28,0.518,1,0.289,3,8,0.01,triangle
67,99,0.49,1,0.289,3,2,0.01,triangle
131,195,0.605,1,0.289,3,1,0.01,triangle
323,485,0.814,1,0.289,3,0.4,0.01,triangle
859,1290,0.967,0,0.289,3,0.15,0.01,triangle
1610,2415,0.977,0,0.289,3,0.08,0.01,triangle
19,28,0.48,1,0.289,3,8,0.05,triangle
67,99,0.348,1,0.289,3,2,0.05,triangle
131,195,0.521,1,0.289,3,1,0.05,triangle
323,485,0.867,1,0.289,3,0.4,0.05,triangle
859,1290,0.975,0,0.289,3,0.15,0.05,triangle
1610,2415,0.975,0,0.289,3,0.08,0.05,triangle
19,28,0.432,1,0.289,3,8,0.2,triangle
67,99,0.389,1,0.289,3,2,0.2,triangle
131,195,0.6,1,0.289,3,1,0.2,triangle
323,485,0.879,1,0.289,3,0.4,0.2,triangle
859,1290,0.982,0,0.289,3,0.15,0.2,triangle
1610,2415,0.98,0,0.289,3,0.08,0.2,triangle
58,84,0.652,1,0.722,3,8,0,triangle
216,323,0.65,1,0.722,3,2,0,triangle
427,641,0.779,1,0.722,3,1,0,triangle
1063,1598,1,0,0.722,3,0.4,0,triangle
2832,4257,1,0,0.722,3,0.15,0,triangle
5308,7980,1,0,0.722,3,0.08,0,triangle
58,84,0.654,1,0.722,3,8,0.002,triangle
216,323,0.652,1,0.722,3,2,0.002,triangle
427,641,0.811,1,0.722,3,1,0.002,triangle
1063,1598,0.932,0,0.722,3,0.4,0.002,triangle
2832,4257,0.885,0,0.722,3,0.15,0.002,triangle
5308,7980,0.926,0,0.722,3,0.08,0.002,triangle
58,84,0.654,1,0.722,3,8,0.01,triangle
216,323,0.629,1,0.722,3,2,0.01,triangle
427,641,0.744,1,0.722,3,1,0.01,triangle
1063,1598,0.902,0,0.722,3,0.4,0.01,triangle
2832,4257,0.932,0,0.722,3,0.15,0.01,triangle
5308,7980,0.91,0,0.722,3,0.08,0.01,triangle
58,84,0.551,1,0.722,3,8,0.05,triangle
216,323,0.619,1,0.722,3,2,0.05,triangle
427,641,0.799,1,0.722,3,1,0.05,triangle
1063,1598,0.924,0,0.722,3,0.4,0.05,triangle
2832,4257,0.932,0,0.722,3,0.15,0.05,triangle
5308,7980,0.926,0,0.722,3,0.08,0.05,triangle
58,84,0.645,1,0.722,3,8,0.2,triangle
216,323,0.66,1,0.722,3,2,0.2,triangle
427,641,0.818,1,0.722,3,1,0.2,triangle
1063,1598,0.93,0,0.722,3,0.4,0.2,triangle
2832,4257,0.893,0,0.722,3,0.15,0.2,triangle
5308,7980,0.914,0,0.722,3,0.08,0.2,triangle
108,159,0.459,1,1.155,3,8,0,triangle
408,612,0.453,1,1.155,3,2,0,triangle
810,1216,0.453,0,1.155,3,1,0,triangle
2019,3035,0.453,0,1.155,3,0.4,0,triangle
5381,8092,0.453,0,1.155,3,0.15,0,triangle
10087,15170,0.453,0,1.155,3,0.08,0,triangle
108,159,0.459,1,1.155,3,8,0.002,triangle
408,612,0.453,1,1.155,3,2,0.002,triangle
810,1216,0.533,0,1.155,3,1,0.002,triangle
2019,3035,0.711,0,1.155,3,0.4,0.002,triangle
5381,8092,0.873,0,1.155,3,0.15,0.002,triangle
10087,15170,0.896,0,1.155,3,0.08,0.002,triangle
108,159,0.469,1,1.155,3,8,0.01,triangle
408,612,0.697,1,1.155,3,2,0.01,triangle
810,1216,0.834,0,1.155,3,1,0.01,triangle
2019,3035,0.889,0,1.155,3,0.4,0.01,triangle
5381,8092,0.896,0,1.155,3,0.15,0.01,triangle
10087,15170,0.883,0,1.155,3,0.08,0.01,triangle
108,159,0.771,1,1.155,3,8,0.05,triangle
408,612,0.822,1,1.155,3,2,0.05,triangle
810,1216,0.875,0,1.155,3,1,0.05,triangle
2019,3035,0.875,0,1.155,3,0.4,0.05,triangle
5381,8092,0.904,0,1.155,3,0.15,0.05,triangle
10087,15170,0.889,0,1.155,3,0.08,0.05,triangle
108,159,0.785,1,1.155,3,8,0.2,triangle
408,612,0.822,1,1.155,3,2,0.2,triangle
810,1216,0.883,0,1.155,3,1,0.2,triangle
2019,3035,0.883,0,1.155,3,0.4,0.2,triangle
5381,8092,0.885,0,1.155,3,0.15,0.2,triangle
10087,15170,0.912,0,1.155,3,0.08,0.2,triangle
14,19,0.518,1,0.083,3,8,0,triangle
44,65,0.451,1,0.083,3,2,0,triangle
85,127,0.791,1,0.083,3,1,0,triangle
210,314,1,1,0.083,3,0.4,0,triangle
557,833,1,1,0.083,3,0.15,0,triangle
1042,1561,1,0,0.083,3,0.08,0,triangle
14,19,0.521,1,0.083,3,8,0.002,triangle
44,65,0.508,1,0.083,3,2,0.002,triangle
85,127,0.721,1,0.083,3,1,0.002,triangle
210,314,0.998,1,0.083,3,0.4,0.002,triangle
557,833,1,1,0.083,3,0.15,0.002,triangle
1042,1561,0.998,0,0.083,3,0.08,0.002,triangle
14,19,0.488,1,0.083,3,8,0.01,triangle
44,65,0.518,1,0.083,3,2,0.01,triangle
85,127,0.564,1,0.083,3,1,0.01,triangle
210,314,0.867,1,0.083,3,0.4,0.01,triangle
557,833,0.996,1,0.083,3,0.15,0.01,triangle
1042,1561,0.998,0,0.083,3,0.08,0.01,triangle
14,19,0.484,1,0.083,3,8,0.05,triangle
44,65,0.389,1,0.083,3,2,0.05,triangle
85,127,0.473,1,0.083,3,1,0.05,triangle
210,314,0.85,1,0.083,3,0.4,0.05,triangle
557,833,1,1,0.083,3,0.15,0.05,triangle
1042,1561,0.996,0,0.083,3,0.08,0.05,triangle
14,19,0.4,1,0.083,3,8,0.2,triangle
44,65,0.389,1,0.083,3,2,0.2,triangle
85,127,0.533,1,0.083,3,1,0.2,triangle
210,314,0.869,1,0.083,3,0.4,0.2,triangle
557,833,0.994,1,0.083,3,0.15,0.2,triangle
1042,1561,0.996,0,0.083,3,0.08,0.2,triangle
23,33,0.57,1,0.372,3,8,0,triangle
80,119,0.559,1,0.372,3,2,0,triangle
156,234,0.783,1,0.372,3,1,0,triangle
387,580,1,1,0.372,3,0.4,0,triangle
1028,1543,1,0,0.372,3,0.15,0,triangle
1926,2892,1,0,0.372,3,0.08,0,triangle
23,33,0.57,1,0.372,3,8,0.002,triangle
80,119,0.553,1,0.372,3,2,0.002,triangle
156,234,0.736,1,0.372,3,1,0.002,triangle
387,580,1,1,0.372,3,0.4,0.002,triangle
1028,1543,0.977,0,0.372,3,0.15,0.002,triangle
1926,2892,0.936,0,0.372,3,0.08,0.002,triangle
23,33,0.559,1,0.372,3,8,0.01,triangle
80,119,0.527,1,0.372,3,2,0.01,triangle
156,234,0.611,1,0.372,3,1,0.01,triangle
387,580,0.814,1,0.372,3,0.4,0.01,triangle
1028,1543,0.971,0,0.372,3,0.15,0.01,triangle
1926,2892,0.975,0,0.372,3,0.08,0.01,triangle
23,33,0.477,1,0.372,3,8,0.05,triangle
80,119,0.387,1,0.372,3,2,0.05,triangle
156,234,0.547,1,0.372,3,1,0.05,triangle
387,580,0.861,1,0.372,3,0.4,0.05,triangle
1028,1543,0.975,0,0.372,3,0.15,0.05,triangle
1926,2892,0.965,0,0.372,3,0.08,0.05,triangle
23,33,0.412,1,0.372,3,8,0.2,triangle
80,119,0.459,1,0.372,3,2,0.2,triangle
156,234,0.574,1,0.372,3,1,0.2,triangle
387,580,0.898,1,0.372,3,0.4,0.2,triangle
1028,1543,0.969,0,0.372,3,0.15,0.2,triangle
1926,2892,0.967,0,0.372,3,0.08,0.2,triangle
84,123,0.654,1,0.805,3,8,0,triangle
317,475,0.646,1,0.805,3,2,0,triangle
628,943,0.768,1,0.805,3,1,0,triangle
1566,2354,1,0,0.805,3,0.4,0,triangle
4173,6274,1,0,0.805,3,0.15,0,triangle
7822,11762,1,0,0.805,3,0.08,0,triangle
84,123,0.656,1,0.805,3,8,0.002,triangle
317,475,0.68,1,0.805,3,2,0.002,triangle
628,943,0.785,1,0.805,3,1,0.002,triangle
1566,2354,0.859,0,0.805,3,0.4,0.002,triangle
