duty,hard_linear,hard_squarelaw,hard_cubic,hard_squarepoolsquare,soft_linear,soft_squarelaw,soft_cubic,soft_squarepoolsquare
0.3,1.8705196172090158e-7,0.07801653822951256,0.23384074233666702,0.11682882165870079,1e-9,0.06784930229085205,0.2026300586176881,0.09143146223776286
0.4,2.1824688886567344e-7,0.04820319658474169,0.14496688962346016,0.08638823337745498,1e-9,0.04193303682646571,0.14315313535543936,0.06924704852892939
0.5,2.494286121212109e-7,0.000004721227883393063,0.000794815258672895,0.000010087196297295953,1e-9,3.1652414416292004e-7,0.028996534649345537,6.219063710672862e-7
0.6,2.805976005906238e-7,0.048159249147103955,0.14358055132935432,0.12069547111059047,1e-9,0.04193362073256464,0.09623589516235849,0.09756121335230564
0.7,3.1175888955907973e-7,0.0779012987533577,0.23302658061431022,0.2181953651002499,1e-9,0.06784988616298607,0.18470974764790196,0.17847006942159746
